firstName,lastName,collegeName,currentTeam,draftTeam,draftYear,yearsPro
Pau,Gasol,"Barcelona, Spain","[{'teamId': '1610612763', 'seasonStart': '2001', 'seasonEnd': '2007'}, {'teamId': '1610612747', 'seasonStart': '2007', 'seasonEnd': '2013'}, {'teamId': '1610612741', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612759', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '3', 'roundNum': '1', 'seasonYear': '2001'}",2001,17
Rudy,Gay,Connecticut,"[{'teamId': '1610612763', 'seasonStart': '2006', 'seasonEnd': '2012'}, {'teamId': '1610612761', 'seasonStart': '2012', 'seasonEnd': '2013'}, {'teamId': '1610612758', 'seasonStart': '2013', 'seasonEnd': '2016'}, {'teamId': '1610612759', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612745', 'pickNum': '8', 'roundNum': '1', 'seasonYear': '2006'}",2006,12
Paul,George,Fresno State,"[{'teamId': '1610612754', 'seasonStart': '2010', 'seasonEnd': '2016'}, {'teamId': '1610612760', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '10', 'roundNum': '1', 'seasonYear': '2010'}",2010,8
Taj,Gibson,Southern California,"[{'teamId': '1610612741', 'seasonStart': '2009', 'seasonEnd': '2016'}, {'teamId': '1610612760', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612750', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '26', 'roundNum': '1', 'seasonYear': '2009'}",2009,9
Harry,Giles III,Duke,"[{'teamId': '1610612758', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612757', 'pickNum': '20', 'roundNum': '1', 'seasonYear': '2017'}",2018,0
Shai,Gilgeous-Alexander,Kentucky,"[{'teamId': '1610612746', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612766', 'pickNum': '11', 'roundNum': '1', 'seasonYear': '2018'}",2018,0
Rudy,Gobert,France,"[{'teamId': '1610612762', 'seasonStart': '2013', 'seasonEnd': '2018'}]","{'teamId': '1610612743', 'pickNum': '27', 'roundNum': '1', 'seasonYear': '2013'}",2013,5
Brandon,Goodwin,,"[{'teamId': '1610612743', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",,0
Aaron,Gordon,Arizona,"[{'teamId': '1610612753', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2014'}",2014,4
Eric,Gordon,Indiana,"[{'teamId': '1610612746', 'seasonStart': '2008', 'seasonEnd': '2010'}, {'teamId': '1610612740', 'seasonStart': '2011', 'seasonEnd': '2015'}, {'teamId': '1610612745', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612746', 'pickNum': '7', 'roundNum': '1', 'seasonYear': '2008'}",2008,10
Marcin,Gortat,"Lodz, Poland","[{'teamId': '1610612753', 'seasonStart': '2007', 'seasonEnd': '2010'}, {'teamId': '1610612756', 'seasonStart': '2010', 'seasonEnd': '2012'}, {'teamId': '1610612764', 'seasonStart': '2013', 'seasonEnd': '2017'}, {'teamId': '1610612746', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '57', 'roundNum': '2', 'seasonYear': '2005'}",2007,11
Devonte',Graham,Kansas,"[{'teamId': '1610612766', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '34', 'roundNum': '2', 'seasonYear': '2018'}",2018,0
Treveon,Graham,Virginia Commonwealth,"[{'teamId': '1610612766', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612751', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2016,2
Jerami,Grant,Syracuse,"[{'teamId': '1610612755', 'seasonStart': '2014', 'seasonEnd': '2016'}, {'teamId': '1610612760', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '39', 'roundNum': '2', 'seasonYear': '2014'}",2014,4
Jerian,Grant,Notre Dame,"[{'teamId': '1610612752', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612741', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612753', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612764', 'pickNum': '19', 'roundNum': '1', 'seasonYear': '2015'}",2015,3
Danny,Green,North Carolina,"[{'teamId': '1610612739', 'seasonStart': '2009', 'seasonEnd': '2009'}, {'teamId': '1610612759', 'seasonStart': '2010', 'seasonEnd': '2017'}, {'teamId': '1610612761', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612739', 'pickNum': '46', 'roundNum': '2', 'seasonYear': '2009'}",2009,9
Draymond,Green,Michigan State,"[{'teamId': '1610612744', 'seasonStart': '2012', 'seasonEnd': '2018'}]","{'teamId': '1610612744', 'pickNum': '35', 'roundNum': '2', 'seasonYear': '2012'}",2012,6
Gerald,Green,Gulf Shores Aca. (TX),"[{'teamId': '1610612738', 'seasonStart': '2005', 'seasonEnd': '2006'}, {'teamId': '1610612745', 'seasonStart': '2007', 'seasonEnd': '2007'}, {'teamId': '1610612750', 'seasonStart': '2007', 'seasonEnd': '2007'}, {'teamId': '1610612742', 'seasonStart': '2008', 'seasonEnd': '2008'}, {'teamId': '1610612751', 'seasonStart': '2011', 'seasonEnd': '2011'}, {'teamId': '1610612754', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612756', 'seasonStart': '2013', 'seasonEnd': '2014'}, {'teamId': '1610612748', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612738', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612745', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612738', 'pickNum': '18', 'roundNum': '1', 'seasonYear': '2005'}",2005,11
JaMychal,Green,Alabama,"[{'teamId': '1610612759', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612763', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2014,4
Jeff,Green,Georgetown,"[{'teamId': '1610612760', 'seasonStart': '2007', 'seasonEnd': '2010'}, {'teamId': '1610612738', 'seasonStart': '2010', 'seasonEnd': '2014'}, {'teamId': '1610612763', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612746', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612753', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612739', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612764', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612738', 'pickNum': '5', 'roundNum': '1', 'seasonYear': '2007'}",2007,10
Blake,Griffin,Oklahoma,"[{'teamId': '1610612746', 'seasonStart': '2009', 'seasonEnd': '2017'}, {'teamId': '1610612765', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612746', 'pickNum': '1', 'roundNum': '1', 'seasonYear': '2009'}",2010,8
Daniel,Hamilton,Connecticut,"[{'teamId': '1610612760', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612737', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612743', 'pickNum': '56', 'roundNum': '2', 'seasonYear': '2016'}",2017,1
Tim,Hardaway Jr.,Michigan,"[{'teamId': '1610612752', 'seasonStart': '2013', 'seasonEnd': '2014'}, {'teamId': '1610612737', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612752', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612752', 'pickNum': '24', 'roundNum': '1', 'seasonYear': '2013'}",2013,5
James,Harden,Arizona State,"[{'teamId': '1610612760', 'seasonStart': '2009', 'seasonEnd': '2011'}, {'teamId': '1610612745', 'seasonStart': '2012', 'seasonEnd': '2018'}]","{'teamId': '1610612760', 'pickNum': '3', 'roundNum': '1', 'seasonYear': '2009'}",2009,9
Maurice,Harkless,St. John's (NY),"[{'teamId': '1610612753', 'seasonStart': '2012', 'seasonEnd': '2014'}, {'teamId': '1610612757', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '15', 'roundNum': '1', 'seasonYear': '2012'}",2012,6
Montrezl,Harrell,Louisville,"[{'teamId': '1610612745', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612746', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612745', 'pickNum': '32', 'roundNum': '2', 'seasonYear': '2015'}",2015,3
Devin,Harris,Wisconsin,"[{'teamId': '1610612742', 'seasonStart': '2004', 'seasonEnd': '2007'}, {'teamId': '1610612751', 'seasonStart': '2007', 'seasonEnd': '2010'}, {'teamId': '1610612762', 'seasonStart': '2010', 'seasonEnd': '2011'}, {'teamId': '1610612737', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612742', 'seasonStart': '2013', 'seasonEnd': '2017'}, {'teamId': '1610612743', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612742', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612764', 'pickNum': '5', 'roundNum': '1', 'seasonYear': '2004'}",2004,14
Gary,Harris,Michigan State,"[{'teamId': '1610612743', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '19', 'roundNum': '1', 'seasonYear': '2014'}",2014,4
Joe,Harris,Virginia,"[{'teamId': '1610612739', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612751', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612739', 'pickNum': '33', 'roundNum': '2', 'seasonYear': '2014'}",2014,4
Tobias,Harris,Tennessee,"[{'teamId': '1610612749', 'seasonStart': '2011', 'seasonEnd': '2012'}, {'teamId': '1610612753', 'seasonStart': '2012', 'seasonEnd': '2015'}, {'teamId': '1610612765', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612746', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612766', 'pickNum': '19', 'roundNum': '1', 'seasonYear': '2011'}",2011,7
Andrew,Harrison,Kentucky,"[{'teamId': '1610612763', 'seasonStart': '2016', 'seasonEnd': '2018'}, {'teamId': '1610612740', 'seasonStart': '2018', 'seasonEnd': '2018'}, {'teamId': '1610612739', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '44', 'roundNum': '2', 'seasonYear': '2015'}",2016,2
Shaquille,Harrison,Tulsa,"[{'teamId': '1610612756', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612741', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2017,1
Josh,Hart,Villanova,"[{'teamId': '1610612747', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612762', 'pickNum': '30', 'roundNum': '1', 'seasonYear': '2017'}",2017,1
Isaiah,Hartenstein,,"[{'teamId': '1610612745', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612745', 'pickNum': '43', 'roundNum': '2', 'seasonYear': '2017'}",2018,0
Udonis,Haslem,Florida,"[{'teamId': '1610612748', 'seasonStart': '2003', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2003,15
Gordon,Hayward,Butler,"[{'teamId': '1610612762', 'seasonStart': '2010', 'seasonEnd': '2016'}, {'teamId': '1610612738', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612762', 'pickNum': '9', 'roundNum': '1', 'seasonYear': '2010'}",2010,8
John,Henson,North Carolina,"[{'teamId': '1610612749', 'seasonStart': '2012', 'seasonEnd': '2018'}, {'teamId': '1610612739', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612749', 'pickNum': '14', 'roundNum': '1', 'seasonYear': '2012'}",2012,6
Juancho,Hernangomez,,"[{'teamId': '1610612743', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612743', 'pickNum': '15', 'roundNum': '1', 'seasonYear': '2016'}",2016,2
Willy,Hernangomez,Spain,"[{'teamId': '1610612752', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612766', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '35', 'roundNum': '2', 'seasonYear': '2015'}",2016,3
Mario,Hezonja,Croatia,"[{'teamId': '1610612753', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612752', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '5', 'roundNum': '1', 'seasonYear': '2015'}",2015,3
Isaiah,Hicks,North Carolina,"[{'teamId': '1610612752', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2017,1
Buddy,Hield,Oklahoma,"[{'teamId': '1610612740', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612758', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612740', 'pickNum': '6', 'roundNum': '1', 'seasonYear': '2016'}",2016,2
George,Hill,Indiana Purdue-Indianapolis,"[{'teamId': '1610612759', 'seasonStart': '2008', 'seasonEnd': '2010'}, {'teamId': '1610612754', 'seasonStart': '2011', 'seasonEnd': '2015'}, {'teamId': '1610612762', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612758', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612739', 'seasonStart': '2017', 'seasonEnd': '2018'}, {'teamId': '1610612749', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612759', 'pickNum': '26', 'roundNum': '1', 'seasonYear': '2008'}",2008,10
Solomon,Hill,Arizona,"[{'teamId': '1610612754', 'seasonStart': '2013', 'seasonEnd': '2015'}, {'teamId': '1610612740', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '23', 'roundNum': '1', 'seasonYear': '2013'}",2013,5
Aaron,Holiday,California-Los Angeles,"[{'teamId': '1610612754', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '23', 'roundNum': '1', 'seasonYear': '2018'}",2018,0
Jrue,Holiday,UCLA,"[{'teamId': '1610612755', 'seasonStart': '2009', 'seasonEnd': '2012'}, {'teamId': '1610612740', 'seasonStart': '2013', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '17', 'roundNum': '1', 'seasonYear': '2009'}",2009,9
Justin,Holiday,Washington,"[{'teamId': '1610612755', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612744', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612737', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612741', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612752', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612741', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2012,5
Rondae,Hollis-Jefferson,Arizona,"[{'teamId': '1610612751', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612757', 'pickNum': '23', 'roundNum': '1', 'seasonYear': '2015'}",2015,3
Richaun,Holmes,Bowling Green,"[{'teamId': '1610612755', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612756', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '37', 'roundNum': '2', 'seasonYear': '2015'}",2015,3
Rodney,Hood,Duke,"[{'teamId': '1610612762', 'seasonStart': '2014', 'seasonEnd': '2017'}, {'teamId': '1610612739', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612762', 'pickNum': '23', 'roundNum': '1', 'seasonYear': '2014'}",2014,4
Al,Horford,Florida,"[{'teamId': '1610612737', 'seasonStart': '2007', 'seasonEnd': '2015'}, {'teamId': '1610612738', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '3', 'roundNum': '1', 'seasonYear': '2007'}",2007,11
Danuel,House Jr.,Texas A&amp;M;,"[{'teamId': '1610612764', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612756', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612745', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2016,2
Dwight,Howard,SW Atlanta Christian Academy (GA),"[{'teamId': '1610612753', 'seasonStart': '2004', 'seasonEnd': '2011'}, {'teamId': '1610612747', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612745', 'seasonStart': '2013', 'seasonEnd': '2015'}, {'teamId': '1610612737', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612766', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612764', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '1', 'roundNum': '1', 'seasonYear': '2004'}",2004,14
Kevin,Huerter,Maryland,"[{'teamId': '1610612737', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '19', 'roundNum': '1', 'seasonYear': '2018'}",2018,0
Chandler,Hutchison,Boise State,"[{'teamId': '1610612741', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '22', 'roundNum': '1', 'seasonYear': '2018'}",2018,0
Serge,Ibaka,"Brazzaville, Rep. of Congo","[{'teamId': '1610612760', 'seasonStart': '2009', 'seasonEnd': '2015'}, {'teamId': '1610612753', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612761', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612760', 'pickNum': '24', 'roundNum': '1', 'seasonYear': '2008'}",2009,9
Andre,Iguodala,Arizona,"[{'teamId': '1610612755', 'seasonStart': '2004', 'seasonEnd': '2011'}, {'teamId': '1610612743', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612744', 'seasonStart': '2013', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '9', 'roundNum': '1', 'seasonYear': '2004'}",2004,14
Ersan,Ilyasova,"Eskisehir, Turkey","[{'teamId': '1610612749', 'seasonStart': '2006', 'seasonEnd': '2014'}, {'teamId': '1610612765', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612753', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612760', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612755', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612737', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612755', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612749', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612749', 'pickNum': '36', 'roundNum': '2', 'seasonYear': '2005'}",2006,10
Joe,Ingles,,"[{'teamId': '1610612762', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2014,4
Brandon,Ingram,Duke,"[{'teamId': '1610612747', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612747', 'pickNum': '2', 'roundNum': '1', 'seasonYear': '2016'}",2016,2
Kyrie,Irving,Duke,"[{'teamId': '1610612739', 'seasonStart': '2011', 'seasonEnd': '2016'}, {'teamId': '1610612738', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612739', 'pickNum': '1', 'roundNum': '1', 'seasonYear': '2011'}",2011,7
Jonathan,Isaac,Florida State,"[{'teamId': '1610612753', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '6', 'roundNum': '1', 'seasonYear': '2017'}",2017,1
Wes,Iwundu,Kansas State,"[{'teamId': '1610612753', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '33', 'roundNum': '2', 'seasonYear': '2017'}",2017,1
Demetrius,Jackson,Notre Dame,"[{'teamId': '1610612738', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612745', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612755', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612738', 'pickNum': '45', 'roundNum': '2', 'seasonYear': '2016'}",2016,2
Frank,Jackson,Duke,"[{'teamId': '1610612740', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612766', 'pickNum': '31', 'roundNum': '2', 'seasonYear': '2017'}",2018,0
Josh,Jackson,Kansas,"[{'teamId': '1610612756', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2017'}",2017,1
Justin,Jackson,North Carolina,"[{'teamId': '1610612758', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612757', 'pickNum': '15', 'roundNum': '1', 'seasonYear': '2017'}",2017,1
Reggie,Jackson,Boston College,"[{'teamId': '1610612760', 'seasonStart': '2011', 'seasonEnd': '2014'}, {'teamId': '1610612765', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '1610612760', 'pickNum': '24', 'roundNum': '1', 'seasonYear': '2011'}",2011,7
Jaren,Jackson Jr.,Michigan State,"[{'teamId': '1610612763', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612763', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2018'}",2018,0
LeBron,James,St. Vincent-St. Mary HS (OH),"[{'teamId': '1610612739', 'seasonStart': '2003', 'seasonEnd': '2009'}, {'teamId': '1610612748', 'seasonStart': '2010', 'seasonEnd': '2013'}, {'teamId': '1610612739', 'seasonStart': '2014', 'seasonEnd': '2017'}, {'teamId': '1610612747', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612739', 'pickNum': '1', 'roundNum': '1', 'seasonYear': '2003'}",2003,15
Amile,Jefferson,Duke,"[{'teamId': '1610612750', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612753', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",,0
Jonas,Jerebko,"Kinna, Sweden","[{'teamId': '1610612765', 'seasonStart': '2009', 'seasonEnd': '2014'}, {'teamId': '1610612738', 'seasonStart': '2014', 'seasonEnd': '2016'}, {'teamId': '1610612762', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612744', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612765', 'pickNum': '39', 'roundNum': '2', 'seasonYear': '2009'}",2009,8
Alize,Johnson,Missouri State,"[{'teamId': '1610612754', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '50', 'roundNum': '2', 'seasonYear': '2018'}",2018,0
Amir,Johnson,Westchester HS (Los Angeles),"[{'teamId': '1610612765', 'seasonStart': '2005', 'seasonEnd': '2008'}, {'teamId': '1610612761', 'seasonStart': '2009', 'seasonEnd': '2014'}, {'teamId': '1610612738', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612755', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612765', 'pickNum': '56', 'roundNum': '2', 'seasonYear': '2005'}",2005,13
James,Johnson,Wake Forest,"[{'teamId': '1610612741', 'seasonStart': '2009', 'seasonEnd': '2010'}, {'teamId': '1610612761', 'seasonStart': '2010', 'seasonEnd': '2011'}, {'teamId': '1610612758', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612763', 'seasonStart': '2013', 'seasonEnd': '2013'}, {'teamId': '1610612761', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612748', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '16', 'roundNum': '1', 'seasonYear': '2009'}",2009,9
Stanley,Johnson,Arizona,"[{'teamId': '1610612765', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612765', 'pickNum': '8', 'roundNum': '1', 'seasonYear': '2015'}",2015,3
Tyler,Johnson,Fresno State,"[{'teamId': '1610612748', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2014,4
Wesley,Johnson,Syracuse,"[{'teamId': '1610612750', 'seasonStart': '2010', 'seasonEnd': '2011'}, {'teamId': '1610612756', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612747', 'seasonStart': '2013', 'seasonEnd': '2014'}, {'teamId': '1610612746', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612740', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612750', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2010'}",2010,8
Nikola,Jokic,,"[{'teamId': '1610612743', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612743', 'pickNum': '41', 'roundNum': '2', 'seasonYear': '2014'}",2015,3
Damian,Jones,Vanderbilt,"[{'teamId': '1610612744', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612744', 'pickNum': '30', 'roundNum': '1', 'seasonYear': '2016'}",2016,2
Jalen,Jones,Texas A&amp;M;,"[{'teamId': '1610612740', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612742', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612739', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2017,1
Tyus,Jones,Duke,"[{'teamId': '1610612750', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612739', 'pickNum': '24', 'roundNum': '1', 'seasonYear': '2015'}",2015,3
Derrick,Jones Jr.,Nevada-Las Vegas,"[{'teamId': '1610612756', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612748', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2016,2
DeAndre,Jordan,Texas A&amp;M;,"[{'teamId': '1610612746', 'seasonStart': '2008', 'seasonEnd': '2017'}, {'teamId': '1610612742', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612746', 'pickNum': '35', 'roundNum': '2', 'seasonYear': '2008'}",2008,10
